,caption,add_tail,repeat_event,repeat_word,delete_word,error
481,a machine work away follow by as a work away,1,1,0,1,1
482,a man speeche then the toilet be flush,0,0,0,1,1
483,"a large volume of water splash , six click occur , an adult female laugh , and bird chirp in the background",0,0,0,0,0
484,an infant cry with low talking and fan noise in the background,0,0,0,0,0
485,"water be splash and , and an adult male begin to speak",0,0,0,1,1
486,"static crackle , a person speak in a distorted distorted way , and water flow",0,0,1,0,1
487,a young speak follow by paper rustle sound as music play in the background and music play in the background background,0,1,1,1,1
488,someone talk and a cat hiss and screech,0,0,0,0,0
489,"bird chirp in the distance as pigeon coo in the foreground , and then a bird flap its wing nearby and a",1,0,0,0,1
490,motor along with gurgling and motor along,0,1,0,0,1
491,a a woman sneeze and sniffling and complain,0,0,1,0,1
492,"the motor of a boat with the sound of wave , follow by calm and still water",0,0,0,0,0
493,large vehicle engine and woman 's faint speech,0,0,0,0,0
494,female make make a speech before female make a speech,0,1,1,0,1
495,"roaring be present , an emergency vehicle siren sound , and machine gun fire and more roar",0,0,0,1,1
496,a roar of of a large vehicle as it approach while a person scream something as the vehicle speed away,0,0,1,0,1
497,someone be talk while someone be snore in the,1,0,0,0,1
498,power tool run run as power tool run,0,1,1,0,1
499,female speaker a speech,0,0,0,1,1
500,a man be talk and a whoosh be hear,0,0,0,0,0
501,two woman talk and laugh follow by a door bang softly as a door creak repeatedly a,1,0,0,0,1
502,streaming and drip on a a surface with vehicle pass by in the background,0,0,1,1,1
503,a man speak as a bird tweet and a chicken cluck while water splash and wind blow into a microphone and then,1,0,1,1,1
504,hum of a loud engine of a hover helicopter,0,0,0,0,0
505,a desk bell be ring and echo,0,0,0,0,0
506,uproarious laughter be come from a few woman,0,0,0,0,0
507,an engine run and a man speak,0,0,0,0,0
508,a bird chirps in a hypnotic manner and,1,0,0,0,1
509,ongoing stream run with faint child noise follow by faint child noise,0,1,0,0,1
510,a young man be speak as a sink be fill up,0,0,0,0,0
511,bird chirp with a light bang in the background after bird chirp,0,1,0,0,1
512,hum from a slow moving vehicle with people speak,0,0,0,0,0
513,click on a computer keyboard,0,0,0,0,0
514,a man speak over a loud speaker and a helicopter fly by a,1,0,0,0,1
515,beep of electronic and a while beep of electronic,1,1,0,0,1
516,hiss loudly and a man speak follow by by,1,0,1,0,1
517,a a bell ring,0,0,1,1,1
518,"multiple fire truck siren go off continuously , , then the engine of a car zoom past",0,0,1,0,1
519,a train rev up horn honk,0,0,0,1,1
520,numerous number of frog croak,0,0,0,0,0
521,a flock of pigeon coo as a bird chirps in the background follow by bird wing flap,0,0,0,0,0
522,someone talk with voice on fast forward effect follow by a door door open,0,0,1,0,1
523,an object be rasp,0,0,1,1,1
524,an engine hum along with traffic noise in the background and a few word be speak on a microphone after traffic noise in the background,0,1,0,0,1
525,a bell chime loudly three time,0,0,0,0,0
526,sink running and water drip with with male voice as sink running,0,1,1,0,1
527,an engine accelerate follow by brief silence and an engine accelerate,0,1,0,0,1
528,"a person speak , pause , and then speak again",0,0,0,0,0
529,a motorcycle move and a man shortly laugh,0,0,1,1,1
530,"a car accelerate loudly several time , follow by footstep",0,0,0,0,0
531,"bubble water , along with the voice of a a woman ; then a drum beat kick in while bubble water , along",0,1,1,0,1
532,a man speak with leave rustle and bug chirp,0,0,0,0,0
533,a large motor idle with some hydraulic hissing after some hydraulic hissing,0,1,0,0,1
534,a kid speak follow by an insect buzzing and an insect buzzing,0,1,0,0,1
535,speech follow by a bang,0,0,0,0,0
536,a man talk follow by a machine work,0,0,0,0,0
537,a man speak with people clap clap,0,0,1,0,1
538,a distant humming with rustle,0,0,0,0,0
539,a truck engine revving revving then idle in the and a engine revving then idle,1,1,1,1,1
540,wood scraping and a man speak,0,0,0,0,0
541,the lady be give a speech,0,0,0,0,0
542,a man speak echo in a microphone of a,1,0,0,0,1
543,water water splash in a faucet as a man speak as,1,0,1,0,1
544,and adult and a have a conversation and laugh together follow by adult,0,1,0,1,1
545,a man speak as plastic crinkle and crumple after crumple,0,1,0,0,1
546,multiple pigeon coo follow by multiple pigeon coo,0,1,0,0,1
547,water gently and slowly stop and water trickle gently,0,1,0,1,1
548,a man talk follow by several people cheer,0,0,0,0,0
549,a man shout follow by a group of people laugh then another man talk in the background while a man,0,1,0,1,1
550,a baby be cry and then a man and woman be laugh .,0,0,0,0,0
551,a helicopter fly,0,0,0,0,0
552,"someone type on a keyboard super fast , slow down just just once",0,0,1,0,1
553,a child speak as vehicle pass by follow by vehicle p,0,1,0,0,1
554,people talk nearby as bee buzz loudly and rapidly,0,0,0,0,0
555,a loud loud hammering and whir sound,0,0,1,0,1
556,dog bark as a group of woman be talk follow by whistle whistle follow by dog bark,0,1,1,0,1
557,a machine work while a man talk follow by some material be rub as a man talk,0,1,0,0,1
558,vehicle drive by quickly follow by a man speak,0,0,0,0,0
559,a kid scream over and over and then another kid snort like a pig,0,0,0,0,0
560,a man speak then remove something from a plate put it into a fry pan,0,0,0,0,0
561,broken link not work and then,1,0,0,0,1
562,a man man speak in russian while an insect buzz,0,0,1,0,1
563,a man speak with some distant splashing and quack duck,0,0,0,0,0
564,a dog bark and whimper,0,0,0,0,0
565,a horse clip - clop with other mild background noise,0,0,1,1,1
566,a man give a speech to to applause,0,0,1,0,1
567,a speak quickly and burps multiple time of a after burps multiple time,1,1,0,1,1
568,an adult female be speak,0,0,0,0,0
569,a baby be bell laugh follow by,1,0,0,0,1
570,a motor roar and wave crash,0,0,0,0,0
571,a cat be meow and then,1,0,0,0,1
572,wave crash against the shore and a,1,0,0,0,1
573,a man talk about and demonstrate the use of power tool,0,0,0,0,0
574,a person speak with some rubbing,0,0,0,0,0
575,"low rumbling of an engine , people speak",0,0,0,0,0
576,factory noise of production sprayer,0,0,0,0,0
577,a man give a speech to a laughing,0,0,0,1,1
578,a clanking follow by a saw begin,0,0,0,0,0
579,constant muffle tick as as constant muffle tick,0,1,1,0,1
580,"a ring , people speak and cheer",0,0,0,0,0
581,"cheer and screaming intensifie , follow by a man speak",0,0,0,0,0
582,rapid gunshot from an automatic gun,0,0,0,0,0
583,a vehicle vehicle engine be idle,0,0,1,0,1
584,two girl talk really fast then very slow,0,0,0,0,0
585,"child speak in the distance , , follow by water gurgle nearby in the",1,0,1,0,1
586,a woman be speak as water drip from a faucet and gurgle as as gurgle,1,1,0,0,1
587,a motorcycle small engine rev from far away something crash and people laugh,0,0,0,0,0
588,woman laugh and someone hiccup hiccup,0,0,1,0,1
589,horse snort and neigh as two man talk in the distance while the paper be crinkle follow by two man talk in the distance,0,1,0,0,1
590,some pigeon coo coo and flap wing,0,0,1,0,1
591,hum follow by a a dog bark and then,1,0,1,0,1
592,water trickle as female voice laugh,0,0,0,0,0
593,a a tool be softly buzz while a man speak with,1,0,1,0,1
594,cat meow nearby multiple time,0,0,0,0,0
595,clank and tap and a,1,0,0,0,1
596,a person whistle,0,0,0,0,0
597,"a man speak , another man speak with natural outside noise in the background and",1,0,0,0,1
598,click click and vibration with mechanical humming on the,1,0,1,0,1
599,a stream be flow concurrently with nature noise,0,0,0,0,0
600,footstep and rustling follow by a scream and a light bang,0,0,0,0,0
601,an infant cry with a man speak intermittley and some laughter,0,0,0,0,0
602,"an an adult talk , and then child talk and laugh as a pig oinks nearby",0,0,1,0,1
603,a few people talk with vehicle noise in the background follow by cheer and laugh and a few people talk,0,1,0,0,1
604,"a person be snore , while another person person laugh",0,0,1,0,1
605,someone spray a surface,0,0,0,0,0
606,toilet water gently swish as toilet gently swish,0,1,0,1,1
607,water follow by a man speak then tap,0,0,0,1,1
608,"water be run and splash , and an adult male speak",0,0,0,0,0
609,"an adult female sneeze and sniff , and an electronic device be play in the while an electronic device be play in the background",0,1,0,1,1
610,a woman give a speech and,1,0,0,0,1
611,"a crash roar occur , the wind be blow , then motor vehicle engine be run",0,0,0,0,0
612,a motorcycle be be start and rev before rev,0,1,0,0,1
613,steam hiss from a machine,0,0,0,0,0
614,a man be speak and a small motor be hum,0,0,0,0,0
615,a a woman be speak and traffic be nearby,0,0,1,0,1
616,"a tool motor be run , people be speak , with an adult female in the foreground , and rhythmic clacking occur with",1,0,0,0,1
617,"a remote control car , and a dog bark before a dog bark",0,1,0,0,1
618,a sewing machine run and a woman talk after a sewing machine run,0,1,0,0,1
619,a goat bleat while bird tweet and people talk as while bird tweet,1,1,0,0,1
620,"a file rub against an object nearby , follow by a man speak",0,0,0,0,0
621,a car drive consistently,0,0,0,0,0
622,a man speak follow by by a horn honk and more talk from the same man of a,1,0,1,0,1
623,wind blow with hissing and people speak speak in the distance,0,0,1,0,1
624,ring of bell with some rustling,0,0,0,0,0
625,a woman speak with several beep a,1,0,0,0,1
626,machine work nearby as,1,0,0,1,1
627,a race car squeal tire and accelerate a,1,0,0,1,1
628,digital beep with a woman speak over the phone,0,0,0,0,0
629,a man talk follow by a child talk in the distance as footstep walk on gravel and bird in the background,0,0,0,1,1
630,multiple clap occur then then a man speak,0,0,1,0,1
631,a talk while motorcycle engine work in idle,0,0,0,1,1
632,pigeon pigeon vocalize and flap wing with,1,0,1,0,1
633,grease sizzle as a condiment be shake then put down,0,0,0,0,0
634,someone cough then cry before speak,0,0,0,0,0
635,deep laughing follow by a cat meowing and a man speak,0,0,0,0,0
636,insect buzz several time,0,0,0,0,0
637,water flow with breathe gurgling sound follow water flow,0,1,0,1,1
638,"bird be chirp , water be splash , animal be bleat , and tapping occur as h , animal be bleat",0,1,0,0,1
639,cat meowing and people be talk after people people be talk,0,1,1,0,1
640,a car accelerate and then decelerate and accelerate again,0,0,0,0,0
641,a woman give a speech,0,0,0,0,0
642,footstep and then a door be slam,0,0,0,0,0
643,"thunder rumble , rain drop , a beep noise , and then a piano a",1,0,0,0,1
644,low static and snoring follow by man speak lightly a as man speak lightly,1,1,0,1,1
645,a dog and a man be howl together together follow by,1,0,1,0,1
646,a person be type on a keyboard quickly as,1,0,0,1,1
647,"the wind be blow , insect be chirp , and rustling be",0,0,0,1,1
648,a couple of sheep bleating bleating and a man talk a and a couple of sheep bleating,1,1,1,0,1
649,a woman talk with sizzling and fry sound in the background,0,0,0,0,0
650,"camera shutter as a man speak , another respond over him towards the end of his dialogue",0,0,0,1,1
651,bird chirp in quiet background,0,0,0,0,0
652,a powerful engine idle,0,0,0,0,0
653,a cat meow a man speak on the,1,0,0,1,1
654,lot of static with a muffled female voice in the the background,0,0,1,0,1
655,"a car speed up , wind rush by of a as a car speed up , wind rush by",1,1,0,0,1
656,a man speak,0,0,0,0,0
657,a car start outside,0,0,0,0,0
658,door sound with woman chuckle and woman chuckle,0,1,0,0,1
659,a baby start with a faint cry and and its get loud,0,0,1,0,1
660,a sheep let out two deep bleat,0,0,0,0,0
661,a man speak and tick,0,0,0,0,0
662,two young girl speak on a microphone follow by a crowd of people applaud and cheer,0,0,0,0,0
663,a loud whoosh be follow by silence silence,0,0,1,0,1
664,a high frequency vibration suddenly become low frequency as it fade away in the distance,0,0,0,0,0
665,a man speak as scrape be hear,0,0,0,0,0
666,baby be cry loudly while a woman be laugh and verbalize something,0,0,0,0,0
667,a small motor be hum in the,1,0,0,0,1
668,bell ring and a a low ticking,0,0,1,0,1
669,"adult male be speak , the wind be blow , and water be splash",0,0,0,0,0
670,"a dog be growl , a bird call , and an adult male speak and a",1,0,0,0,1
671,a woman sneeze loudly,0,0,0,0,0
672,"a man speak then a horse neigh then a slap , a crash , and a car alarm",0,0,0,0,0
673,an airplane engine run and people talk after an airplane engine run,0,1,0,0,1
674,traffic and car horn be in the background while an emergency blast a series of siren follow follow by wind and travel noise,0,0,1,1,1
675,aloud ring tone follow by aloud ring tone,0,1,0,0,1
676,two male voice,0,0,0,1,1
677,a woman sing and a dog whine and pant,0,0,0,0,0
678,an snore mildly,0,0,0,1,1
679,a man talk gibberish and faint audio of a woman talk and the trotting of an animal like a horse in the background,0,0,0,0,0
680,a female be vocalize sharp inhaling laughter and a female be vocalize sharp inhaling laughter,0,1,0,0,1
681,an automobile be idle then speed up a little at the end,0,0,0,0,0
682,a and man be have a conversation then a dog start bark loudly,0,0,0,1,1
683,water be be lightly as a child be scream in the background,0,0,1,1,1
684,an engine idle and rev with people talk in the distance,0,0,0,0,0
685,wind be blow hard and a man be speak over the wind and a before a man be speak the wind,1,1,0,1,1
686,water be be gurgle and intermittent hissing be occur,0,0,1,0,1
687,a be chime in a high pitch and then an old man speak,0,0,0,1,1
688,type on keyboard male speak follow by type on keyboard male speak,0,1,0,0,1
689,a man laugh and a baby cry with sound sound of other people talk in the background before a baby cry,0,1,1,0,1
690,vibration as a young girl and speak and a woman speak,0,0,0,1,1
691,"a man drill , then speak and blow",0,0,0,0,0
692,a loud vehicle engine,0,0,0,0,0
693,a man speak over an intercom as wind lightly blow into a microphone,0,0,0,0,0
694,a man deliver a speech follow by clap and another man speak,0,0,0,0,0
695,large engine with several gunshot,0,0,0,1,1
696,a large crowd applaud and scream in unison and,1,0,0,0,1
697,a clock be be unwound and start to tick,0,0,0,0,0
